Sample ID (Collaborator)	Sex	Population name	Superpopulation name	Population description	Sample ID (Illumina)	Sample ID (SGDP)
HG03081	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03086	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03098	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03478	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03480	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03485	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03209	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03454	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03461	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03052	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03057	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03473	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03064	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03069	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03548	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03567	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03088	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03574	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03095	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03391	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03579	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03428	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03557	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03442	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03571	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03576	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03583	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03401	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03432	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03437	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03449	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03451	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03456	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03470	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03056	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03063	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03082	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03556	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03563	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03479	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03486	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03378	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03380	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03385	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03397	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03436	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03455	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03575	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03582	male	Mende	Africa	Mende in Sierra Leone	NA	NA
NA19653	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19658	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19660	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19665	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19747	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19759	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19761	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19773	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19778	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19780	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19785	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19792	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19677	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19684	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19716	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19652	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19723	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19657	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19728	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19664	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19730	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19669	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19735	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19671	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19676	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19746	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19758	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19760	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19772	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19777	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19784	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19789	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19796	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19683	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19722	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19727	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19734	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19741	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19717	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19724	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19729	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19731	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19748	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19750	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19755	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19762	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19654	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19659	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19661	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19678	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19680	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19685	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19774	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19779	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19781	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19786	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19649	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19651	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19656	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19663	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19670	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19675	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19682	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19719	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19721	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19726	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19733	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19740	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19752	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19757	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19764	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19771	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19776	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19783	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19788	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19790	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19795	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19648	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19650	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19655	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19662	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19679	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19681	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19686	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19718	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19720	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19725	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19732	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19749	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19751	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19756	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19763	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19770	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19775	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19782	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19787	male	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
NA19794	female	Mexican	America	Mexican Ancestry in Los Angeles, California	NA	NA
HGDP01192	male	Miao	East Asia	Miao in China	NA	NA
HGDP01197	female	Miao	East Asia	Miao in China	NA	NA
HGDP01189	male	Miao	East Asia	Miao in China	NA	NA
HGDP01196	female	Miao	East Asia	Miao in China	NA	NA
HGDP01193	male	Miao	East Asia	Miao in China	NA	NA
HGDP01190	male	Miao	East Asia	Miao in China	NA	NA
HGDP01195	male	Miao	East Asia	Miao in China	NA	NA
HGDP01194	male	Miao	East Asia	Miao in China	NA	NA
HGDP01191	male	Miao	East Asia	Miao in China	LP6005441-DNA_C08	S_Miao-1
HGDP01198	female	Miao	East Asia	Miao in China	LP6005441-DNA_D08	S_Miao-2
mixe0007	female	Mixe	America	Mixe in Mexico	SS6004479	B_Mixe-1
mixe0002	female	Mixe	America	Mixe in Mexico	LP6005443-DNA_E11	S_Mixe-2
mixe0042	female	Mixe	America	Mixe in Mexico	LP6005443-DNA_F11	S_Mixe-3
mixa0099	male	Mixtec	America	Mixtec in Mexico	LP6005443-DNA_G11	S_Mixtec-1
mixa0105	female	Mixtec	America	Mixtec in Mexico	LP6005443-DNA_H11	S_Mixtec-2
HGDP01224	male	Mongolian	Central Asia and Siberia	Mongolian in China	NA	NA
HGDP01229	male	Mongolian	Central Asia and Siberia	Mongolian in China	NA	NA
HGDP01231	female	Mongolian	Central Asia and Siberia	Mongolian in China	NA	NA
HGDP01230	male	Mongolian	Central Asia and Siberia	Mongolian in China	NA	NA
HGDP01225	male	Mongolian	Central Asia and Siberia	Mongolian in China	NA	NA
HGDP01232	female	Mongolian	Central Asia and Siberia	Mongolian in China	NA	NA
HGDP01227	male	Mongolian	Central Asia and Siberia	Mongolian in China	NA	NA
HGDP01226	male	Mongolian	Central Asia and Siberia	Mongolian in China	NA	NA
HGDP01228	male	Mongolian	Central Asia and Siberia	Mongolian in China	LP6005441-DNA_E08	S_Mongola-1
HGDP01223	female	Mongolian	Central Asia and Siberia	Mongolian in China	LP6005441-DNA_F08	S_Mongola-2
HGDP01255	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01262	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01267	female	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01254	female	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01259	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01261	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01266	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01273	female	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01280	female	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01279	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01275	female	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01282	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01256	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01263	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01268	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01270	female	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01272	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01277	female	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01258	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01260	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01265	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01276	female	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01257	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01264	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01269	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01271	male	Mozabite	Africa	Mozabite in Mzab, Algeria	NA	NA
HGDP01274	female	Mozabite	Africa	Mozabite in Mzab, Algeria	LP6005441-DNA_H08	S_Mozabite-2
HGDP01253	male	Mozabite	Africa	Mozabite in Mzab, Algeria	LP6005441-DNA_G08	S_Mozabite-1
HGDP01337	male	Naxi	East Asia	Naxi in China	NA	NA
HGDP01340	male	Naxi	East Asia	Naxi in China	NA	NA
HGDP01342	male	Naxi	East Asia	Naxi in China	NA	NA
HGDP01339	male	Naxi	East Asia	Naxi in China	NA	NA
HGDP01341	male	Naxi	East Asia	Naxi in China	NA	NA
HGDP01346	female	Naxi	East Asia	Naxi in China	NA	NA
HGDP01344	male	Naxi	East Asia	Naxi in China	LP6005441-DNA_A09	S_Naxi-2
HGDP01338	male	Naxi	East Asia	Naxi in China	LP6005443-DNA_E09	S_Naxi-1
HGDP01345	female	Naxi	East Asia	Naxi in China	LP6005441-DNA_B09	S_Naxi-3
NorthOssetia5	male	North Ossetian	Caucasus	North Ossetian in Russia	LP6005443-DNA_F10	S_North_Ossetian-2
NorthOssetia12	male	North Ossetian	Caucasus	North Ossetian in Russia	LP6005443-DNA_E10	S_North_Ossetian-1
HGDP01292	male	Northern Han	East Asia	Northern Han in China	NA	NA
HGDP01293	male	Northern Han	East Asia	Northern Han in China	NA	NA
HGDP01287	female	Northern Han	East Asia	Northern Han in China	NA	NA
HGDP01294	male	Northern Han	East Asia	Northern Han in China	NA	NA
HGDP01289	male	Northern Han	East Asia	Northern Han in China	NA	NA
HGDP01291	female	Northern Han	East Asia	Northern Han in China	NA	NA
HGDP01296	male	Northern Han	East Asia	Northern Han in China	NA	NA
HGDP01288	male	Northern Han	East Asia	Northern Han in China	NA	NA
HGDP01290	male	Northern Han	East Asia	Northern Han in China	NA	NA
HGDP01295	male	Northern Han	East Asia	Northern Han in China	NA	NA
NOR111	female	Norwegian	Europe	Norwegian in Norway	LP6005592-DNA_B01	S_Norwegian-1
HGDP00795	male	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00803	male	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00808	male	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00810	male	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00794	female	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00799	female	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00802	female	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00807	male	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00804	male	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00806	female	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00797	female	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00800	female	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00805	female	Orcadian	Europe	Orcadian in Orkney Islands	NA	NA
HGDP00796	female	Orcadian	Europe	Orcadian in Orkney Islands	LP6005441-DNA_D09	S_Orcadian-2
HGDP00798	male	Orcadian	Europe	Orcadian in Orkney Islands	LP6005441-DNA_C09	S_Orcadian-1
HGDP01205	male	Oroqen	East Asia	Oroqen in China	NA	NA
HGDP01212	female	Oroqen	East Asia	Oroqen in China	NA	NA
HGDP01204	male	Oroqen	East Asia	Oroqen in China	NA	NA
HGDP01209	female	Oroqen	East Asia	Oroqen in China	NA	NA
HGDP01206	male	Oroqen	East Asia	Oroqen in China	NA	NA
HGDP01208	male	Oroqen	East Asia	Oroqen in China	NA	NA
HGDP01207	male	Oroqen	East Asia	Oroqen in China	NA	NA
HGDP01211	female	Oroqen	East Asia	Oroqen in China	LP6005441-DNA_F09	S_Oroqen-2
HGDP01203	male	Oroqen	East Asia	Oroqen in China	LP6005441-DNA_E09	S_Oroqen-1
HGDP00675	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00726	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00733	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00738	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00740	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00745	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00682	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00687	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00694	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00699	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00679	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00686	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00693	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00698	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00732	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00744	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00683	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00688	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00690	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00727	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00734	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00739	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00741	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00746	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00676	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00724	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00729	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00731	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00736	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00678	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00680	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00685	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00692	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00697	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00700	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00723	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00730	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00735	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00684	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00689	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00691	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00696	female	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00677	male	Palestinian	Middle East	Palestinian in Central District, Israel	NA	NA
HGDP00737	female	Palestinian	Middle East	Palestinian in Central District, Israel	LP6005441-DNA_H09	S_Palestinian-3
HGDP00725	female	Palestinian	Middle East	Palestinian in Central District, Israel	LP6005441-DNA_G09	S_Palestinian-2
HGDP00722	male	Palestinian	Middle East	Palestinian in Central District, Israel	LP6005592-DNA_B03	S_Palestinian-1
HGDP00554	female	Papuan	Oceania	Papuan in Papua New Guinea	LP6005443-DNA_E08	S_Papuan-14
HGDP00548	male	Papuan	Oceania	Papuan in Papua New Guinea	LP6005443-DNA_F07	S_Papuan-7
HGDP00552	female	Papuan	Oceania	Papuan in Papua New Guinea	LP6005443-DNA_D08	S_Papuan-13
HGDP00550	female	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005441-DNA_B10	S_Papuan-1
HGDP00555	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_C07	S_Papuan-11
HGDP00549	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_A08	S_Papuan-8
HGDP00551	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_F08	S_Papuan-9
HGDP00556	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_G07	S_Papuan-12
HGDP00553	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_B08	S_Papuan-10
HGDP00550	female	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005441-DNA_B10	S_Papuan-1
HGDP00555	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_C07	S_Papuan-11
HGDP00549	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_A08	S_Papuan-8
HGDP00551	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_F08	S_Papuan-9
HGDP00556	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_G07	S_Papuan-12
HGDP00553	male	Papuan Highlands	Oceania	Papuan Highlands in New Guinea	LP6005443-DNA_B08	S_Papuan-10
HGDP00543	male	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	LP6005443-DNA_E07	S_Papuan-4
HGDP00542	male	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	NA	NA
HGDP00547	male	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	LP6005443-DNA_C08	S_Papuan-6
HGDP00544	female	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	NA	NA
HGDP00546	male	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	SS6004472	B_Papuan-15
HGDP00541	male	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	LP6005441-DNA_A10	S_Papuan-3
HGDP00540	male	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	LP6005443-DNA_H07	S_Papuan-2
HGDP00545	male	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	LP6005443-DNA_D07	S_Papuan-5
HGDP00543	male	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	LP6005443-DNA_E07	S_Papuan-4
HGDP00547	male	Papuan Sepik	Oceania	Papuan Sepik in New Guinea	LP6005443-DNA_C08	S_Papuan-6
